"idstd","id","a4a","a6a","a2","a1c","competition_select","tax_select","vat_applicable","a4b_v4","a0","a3a","a6c","a7","a1a","a14d","a14m","a14y","a14h","a14min","ic1","a20y","a20m","a20d","a1","a12","a7a","a7b","a11","a7c","a9","b1","b1x","b3a","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6b","b7","b7a","b8","b8x","c3","c4","c5","c31","c32","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c33","c34","c34b","c34bx","c152","c162","c172","c35a","c35b","c22b","c36","c37","c38","c39","c40a","c40b","c41a","c41b","c42","c30a","d1a1a","d1a6a","d1a6b","d1a6c","d1a6cx","d1a3","d2","d2x","d2a1","d2a1x","n3","n3x","d3a","d3b","d3c","d32","d4a","d4b","d33a","d33b","d34","d35","d36a","d36b","d37","d8","d12a","d12b","d13","d39","d14a","d14b","d40a","d40b","d41","d30a","d30b","o1","o2","o3a","o3b","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","e1","e2b","e31a","e31b","e6","e11","e32","e33","e34","e35","e30","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","g2","g3","g4","g31","g32","g33","g5a","g5b","g5bx","g30a","ge3","ge3a","ge7","ge8d","k3a","k3bc","k3e","k3f","k3hd","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","k5hdj","k5hdj1","k4b","n5c","n5d","k6","k7","k82","k9","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k162","k17","k20a1","k31","k32","k21","k33","k34","k35","k36","k37","k38","k39","k40","k30","j31","j2","j3","j4","j5","j32","j33","j34","j35a","j35b","j36","j37","j38","j39","j40","j6a","j41","j42","j43","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","i30","j30_taxrate_pos","j30_taxadmin_pos","j30_permit_pos","j30_instability_pos","j30_corruption_pos","j30_courts_pos","j30_crime_pos","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l9b","l9b1","l10","l11a","l11a1","l11b","l11b1","l12a","l12a1","l31","l32","l33","l34","l35","l36","l1a","l6","l6a","l8","l37","l38","l39","l40","l41","l30a","l30b","m1a","m1a_finance_pos","m1a_land_pos","m1a_permit_pos","m1a_corruption_pos","m1a_courts_pos","m1a_crime_pos","m1a_trade_pos","m1a_electricity_pos","m1a_workforce_pos","m1a_labor_pos","m1a_instability_pos","m1a_informal_pos","m1a_taxadmin_pos","m1a_taxrate_pos","m1a_transport_pos","n2a","n2a2","n2b","n2k","n2l","n2e","n2i","n2a1","n2e1","n7a","n11","n12","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","a13","a3b","a3c","a3","d1a2_v4","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata","a6b","d31x","d38x"
"1185928","162738","Other Services","Small","Northern Central region, the Central Coast, Central Highlands","Establishment","1","0","Yes","Wholesale","Other services","Northern Central region, the Central Coast, Central Highlands","12","No","Vietnamese","20","9","2023","7","30","Yes","2022","12","31","99","MKEInt_NA1","","","","","","Sole proprietorship","","Yes","100","0","0","0","No","","2004","12","2004","18","No","No","","No","","","","421","No","","","","","","No","","No","","","","16","Cubic meters","","No","","","","","Yes","No","","","No","","","","","Unable to change provider","No obstacle","Wholesale trade of ","","","","","100","3200791000","Three billion, two hundred million, seven hundred ninety-one thousand","","","2951192000","Two billion, nine hundred fifty-one million one hundred ninety-two thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","No obstacle","No","","Strongly agree","Strongly agree","","","","","","","","","","","","National â main product sold mostly across the country where establishment is located","Too many to count","Below 50%","","No","Yes","No change","No","Don't know (spontaneous)","","Minor obstacle","No","","","","No","","","No","","","No","","","No","","","","","","No obstacle","No","","No","No","100","0","0","0","0","No","","","","","","","","","","","","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","","","No","0","","","","","100","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","No obstacle","Tend to agree","45","Yes","1","Don't know (spontaneous)","No","","Yes, partially","","4","Yes, fully","Yes, fully","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","5","","No","","","No","","","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","7","4","1","2","6","3","5","12","12","","","9","3","0","","","12","","12","No","","","","","","","No need to hire any new permanent full-time workers","","","No","","","12","No full-time seasonal or temporary workers","","","No","","","No","","No obstacle","No obstacle","Does not apply","10","8","14","2","6","3","5","4","12","11","15","13","7","1","9","720000000","21959000","9360000","1248000","2040000","","","","","","Don't know (spontaneous)","10","20","9","2023","10","23","Truthful","Are taken directly from establishment records","One visit in face-to-face interview with one person","","","3","No","No","","4649","Northern Central region, the Central Coast, Central Highlands","Small (5-19)","Other Services","Fresh","111.09558868408","466.53811645508","553.05621337891","8","Small","",""
"1185929","162757","Construction","Small","Northern Central region, the Central Coast, Central Highlands","Establishment","0","1","Yes","Civil engineering","Other services","Northern Central region, the Central Coast, Central Highlands","6","No","Vietnamese","20","9","2023","14","16","Yes","2022","12","31","99","MKEInt_NA1","","","","","","Sole proprietorship","","Yes","100","0","0","0","Yes","100","2004","6","2004","18","No","No","","No","","","","620","No","","","","","","No","","No","","","","38","Cubic meters","","No","","","","","Yes","No","","","No","","","","","Unable to change provider","No obstacle","Construction of","","","","","100","3986496000","Three billion nine hundred eighty-six million four hundred ninety-six thousand.","","","3790097000","Three billion, seven hundred ninety million, ninety-seven thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","No obstacle","No","","Strongly agree","Strongly agree","","","","","","","","","","","","Local â main product sold mostly in same municipality where establishment is located","Too many to count","","58","No","No","No change","No","Don't know (spontaneous)","","No obstacle","No","","","","No","","","No","","","No","","","No","","","","","","No obstacle","No","","No","No","96","4","0","0","0","No","","","","","","","","","","","","","","","","","","Yes","No","Yes, a loan only","Private commercial banks","2022","3000000000","Yes","Yes","No","No","No","No","3000000000","1","1000000000","Yes","Yes, a loan only","","Application was approved in part","Don't know (spontaneous)","5","No","0","","","","","100","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","No obstacle","Strongly agree","25","Yes","1","No","No","","Yes, partially","6","","Yes, fully","Yes, fully","No","","The establishment did not need to apply for a VAT cash refund","Yes","Not difficult at all","Yes","6","Refusal (spontaneous)","","No","","","No","","","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","1","5","4","2","3","7","6","15","16","","","12","3","0","","","1","","15","No","","","","","","","No need to hire any new permanent full-time workers","","","No","","","15","No full-time seasonal or temporary workers","","","No","","","No","","No obstacle","No obstacle","Access to finance","9","11","14","13","12","8","6","2","10","1","7","3","5","15","4","1453899000","Don't know (spontaneous)","19059000","1920000","2040000","","","","","","1","10","20","9","2023","15","39","Truthful","Are taken directly from establishment records","One visit in face-to-face interview with one person","","","3","No","No","","4210","Northern Central region, the Central Coast, Central Highlands","Small (5-19)","Construction","Fresh","74.064605712891","285.935546875","339.42938232422","7","Small","",""
"1185930","162884","Garments","Large","Northern Central region, the Central Coast, Central Highlands","Establishment","1","0","Yes","Wearing apparel","Manufacturing","Northern Central region, the Central Coast, Central Highlands","215","No","Vietnamese","10","10","2023","7","6","Yes","2022","12","31","99","MKEInt_NA1","","","","","","Sole proprietorship","","Yes","100","0","0","0","No","","2005","215","2005","18","No","No","","Yes","3","No","55000000","22089","Yes","1","0","50","None","","No","","No","","","","Don't know (spontaneous)","","","No","","","","","Yes","No","","","No","","","","","Unable to change provider","Minor obstacle","Manufacturing of ","","","","","75","35758373000","Thirty-five billion, seven hundred fifty-eight million, three hundred seventy-three thousand","44506029000","Forty-four billion, five hundred and six million, twenty-nine thousand","56282441000","fifty-six billion, two hundred eighty-two million, four hundred forty-one thousand","25","0","75","Seaport","7","","7","","Don't know (spontaneous)","No","","","","2008","25","75","Yes","Seaport","Does not apply (spontaneous)","","","","Don't know (spontaneous)","No obstacle","Minor obstacle","No","","Strongly agree","Strongly agree","We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance","No","","Yes","Combination of short term and long term production targets","Possible to achieve with more than normal effort","Most managers and some production workers","Yes","Their own performance","Promotions were based solely on performance and ability","After 6 months of identifying non-manager under-performance","International","Too many to count","","","No","No","Yes, there is more competition","No","Don't know (spontaneous)","","Minor obstacle","No","","","","No","","","No","","100","No","","","No","","","","","","No obstacle","No","","No","No","90","10","0","0","0","No","","","","","","","","","","","","","","","Yes","1174832000","1174832000","Yes","No","Yes, a loan only","Private commercial banks","2022","10000000000","Yes","Yes","Yes","Yes","Yes","No","10000000000","3","6000000000","No","Yes, a loan only","","Application was approved in full","Don't know (spontaneous)","3","No","85","Internet and mobile banking, including direct debit transfer","1","Don't know (spontaneous)","Don't know (spontaneous)","95","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","No obstacle","Strongly agree","65","Yes","2","Yes","No","","Yes, partially","","8","Yes, fully","Yes, fully","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","Refusal (spontaneous)","","No","","","No","","","No obstacle","No obstacle","No obstacle","No obstacle","Minor obstacle","No obstacle","Minor obstacle","1","6","2","3","4","7","5","190","239","182","8","174","8","0","164","0","","","100","No","","","","","","","No need to hire any new permanent full-time workers","","","No","","","0","No full-time seasonal or temporary workers","","","No","","","No","","No obstacle","No obstacle","Tax rates","6","11","2","3","14","15","5","8","10","12","7","13","9","1","4","18307401000","1674142000","662691000","Don't know (spontaneous)","18000000","33575086000","","18744309000","42580655000","8108156000","Don't know (spontaneous)","Don't know (spontaneous)","10","10","2023","9","26","Truthful","Are taken directly from establishment records","One visit in face-to-face interview with one person","","","3","No","No","","1410","Northern Central region, the Central Coast, Central Highlands","Large (100 or more)","Garments","Fresh","3.2452545166016","14.072673797607","16.515563964844","22","Large","Korea, Republic of","Korea, Republic of"
"1185931","162887","Construction","Medium","Northern Central region, the Central Coast, Central Highlands","Establishment","0","1","Yes","Civil engineering","Other services","Northern Central region, the Central Coast, Central Highlands","80","No","Vietnamese","23","9","2023","7","18","Yes","2022","12","31","99","MKEInt_NA4","","","","","","Sole proprietorship","","Yes","100","0","0","0","No","","2005","90","2005","18","No","No","","No","","","","6800","Yes","3","0","One minute or less","Don't know (spontaneous)","","No","","No","","","","610","Cubic meters","","No","","","","","No","No","","","No","","","","","There is only one available internet provider","Moderate obstacle","Construction of","","","","","55","95349725000","ninety-five billion three hundred forty-nine million seven hundred twenty-five thousand","","","54931920000","Fifty four billion, nine hundred and thirty-one million, nine hundred and twenty thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","No obstacle","No","","Tend to disagree","Tend to agree","Does not apply (spontaneous)","No","","Yes","Combination of short term and long term production targets","Possible to achieve with some effort","Only senior managers","No","","Does not apply (spontaneous)","Does not apply (spontaneous)","Local â main product sold mostly in same municipality where establishment is located","Too many to count","","Don't know (spontaneous)","No","No","Yes, there is more competition","No","No","","Moderate obstacle","No","","","","No","","","No","","","No","","","No","","","","","","No obstacle","No","","No","No","85","15","0","0","0","Yes","2369360000","0","50","","0","","50","","0","","0","","0","","","","","No","No","Yes, a loan only","Private commercial banks","2016","20000000000","Yes","Yes","No","No","No","No","Don't know (spontaneous)","2","5000000000","No","No","Other","","","","No","42","Internet and mobile banking, including direct debit transfer","Payment received in less than a day","Don't know (spontaneous)","Don't know (spontaneous)","38","Internet and mobile banking, including direct debit transfer","0","Moderate obstacle","Strongly agree","No time was spent","No","","","","","No","Don't know (spontaneous)","","Yes, fully","Yes, partially","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","No payments or gifts are paid","","No","","","No","","","Moderate obstacle","Minor obstacle","No obstacle","Minor obstacle","Minor obstacle","No obstacle","No obstacle","6","3","4","7","5","2","1","80","90","","","40","20","20","","","70","100","","No","","","","","","","No need to hire any new permanent full-time workers","","","Yes","One week or less","No severance was paid","0","25","6","2","No","","","No","","Minor obstacle","Minor obstacle","Access to finance","9","12","15","13","11","4","6","10","3","8","5","14","1","2","7","8590465000","Don't know (spontaneous)","204458000","96265000","18000000","","","","","","20","Don't know (spontaneous)","23","9","2023","9","22","Truthful","Are in some case taken from books and in some case estimates","One visit in face-to-face interview with one person","","","3","No","No","","4210","Northern Central region, the Central Coast, Central Highlands","Medium (20-99)","Construction","Fresh","87.555389404297","310.61877441406","341.3464050293","17","Medium","",""
"1185932","163158","Retail","Small","Northern Central region, the Central Coast, Central Highlands","Establishment","1","0","Yes","Wholesale","Other services","Northern Central region, the Central Coast, Central Highlands","6","No","Vietnamese","22","9","2023","17","46","Yes","2022","12","31","99","MKEInt_NA3","","","","","","Sole proprietorship","","Yes","100","0","0","0","Yes","100","2007","4","2007","16","Yes","No","","No","","","","400","Yes","2","1","One minute or less","None","","No","","No","","","","Don't know (spontaneous)","","","No","","","","","No","No","","","Yes","Less than 1 hour","40","None","","With no difficulty at all","Minor obstacle","Wholesale trade of ","","","","","100","13382299000","Thirteen billion three hundred eighty two million two hundred ninety nine thousand","","","12208130000","Twelve billion, two hundred and eight million, one hundred and thirty thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","No obstacle","No","","Tend to agree","Tend to agree","","","","","","","","","","","","Local â main product sold mostly in same municipality where establishment is located","Don't know (spontaneous)","Between 50% and 90%","","No","Yes","No change","No","No","","Minor obstacle","No","","","","No","","","No","","","No","","","No","","","","","","Minor obstacle","No","","No","No","80","0","0","20","0","No","","","","","","","","","","","","","","","","","","No","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","","","No","40","Internet and mobile banking, including direct debit transfer","Payment received in less than a day","0","Don't know (spontaneous)","40","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","Moderate obstacle","Strongly disagree","10","Yes","1","Refusal (spontaneous)","No","","No","","Don't know (spontaneous)","Yes, fully","Yes, partially","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","No payments or gifts are paid","","No","","","No","","","Moderate obstacle","Moderate obstacle","Minor obstacle","Minor obstacle","Moderate obstacle","No obstacle","No obstacle","1","6","2","3","4","7","5","6","6","","","0","3","3","","","4","0","","No","","","","","","","No need to hire any new permanent full-time workers","","","Yes","One week or less","No severance was paid","6","No full-time seasonal or temporary workers","","","No","","","No","","No obstacle","No obstacle","Practices of competitors in the informal sector","7","8","13","14","4","10","11","1","3","12","15","6","2","9","5","346070000","72246000","9600000","Don't know (spontaneous)","2040000","","","","","","0","10","22","9","2023","19","46","Truthful","Are in some case taken from books and in some case estimates","One visit in face-to-face interview with one person","","","3","No","No","","4661","Northern Central region, the Central Coast, Central Highlands","Small (5-19)","Retail","Fresh","42.516483306885","185.35850524902","214.51823425293","6","Small","",""
"1185933","163273","Other Services","Small","Northern Central region, the Central Coast, Central Highlands","Establishment","0","1","Yes","Fabricated metal products","Manufacturing","Northern Central region, the Central Coast, Central Highlands","9","No","Vietnamese","24","9","2023","18","7","Yes","2022","12","31","99","MKEInt_NA4","","","","","","Sole proprietorship","","Yes","100","0","0","0","Yes","100","2008","6","2008","15","Yes","No","","No","","","","952","Yes","4","0","One minute or less","None","","No","","No","","","","Don't know (spontaneous)","","","No","","","","","Yes","No","","","No","","","","","There is only one available internet provider","Major obstacle","Manufacturing of ","","","","","60","13371163000","Thirteen billion three hundred seventy one million one hundred sixty three thousand","6229743000","Six billion two hundred twenty nine million seven hundred forty three thousand","5328250000","Five billion three hundred twenty eight million two hundred fifty thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","Minor obstacle","No","","Strongly agree","Strongly agree","","","","","","","","","","","","Local â main product sold mostly in same municipality where establishment is located","Too many to count","","85","No","Yes","Yes, there is less competition","No","No","","Moderate obstacle","No","","","","No","","","No","","Don't know (spontaneous)","No","","","No","","","","","","Minor obstacle","No","","No","No","50","20","0","10","20","No","","","","","","","","","","","","","","","No","","","No","No","Yes, a loan only","Private commercial banks","2023","1200000000","Yes","Yes","No","No","No","No","Don't know (spontaneous)","2","Don't know (spontaneous)","No","Yes, a loan only","","Application was approved in full","500000","5","No","32","Internet and mobile banking, including direct debit transfer","Payment received in less than a day","0","0","30","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","Minor obstacle","Strongly agree","No time was spent","No","","","","","Yes, partially","Don't know (spontaneous)","","Yes, fully","Yes, partially","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","No payments or gifts are paid","","No","","","No","","","Moderate obstacle","Moderate obstacle","Minor obstacle","Minor obstacle","Minor obstacle","No obstacle","No obstacle","4","2","1","7","3","5","6","9","8","7","2","3","2","2","1","2","","0","","No","","","","","","","No need to hire any new permanent full-time workers","","","Yes","One week or less","No severance was paid","0","No full-time seasonal or temporary workers","","","No","","","No","","No obstacle","No obstacle","Practices of competitors in the informal sector","1","9","8","7","3","5","6","11","2","13","12","15","14","4","10","894959000","153259000","24150000","Don't know (spontaneous)","2040000","7000000000","","585310000","3000000000","1186688000","20","1","24","9","2023","19","39","Truthful","Are in some case taken from books and in some case estimates","One visit in face-to-face interview with one person","","","3","No","No","","2592","Northern Central region, the Central Coast, Central Highlands","Small (5-19)","Other Services","Fresh","111.09558868408","466.53811645508","553.05621337891","8","Small","",""
"1185934","163291","Retail","Small","Northern Central region, the Central Coast, Central Highlands","Establishment","0","1","Yes","Retail","Retail services","Northern Central region, the Central Coast, Central Highlands","5","No","Vietnamese","20","9","2023","10","29","Yes","2022","12","31","99","MKEInt_NA1","","","","","","Sole proprietorship","","Yes","100","0","0","0","No","","2008","5","2008","14","No","No","","No","","","","315","No","","","","","","No","","No","","","","21","Cubic meters","","No","","","","","Yes","No","","","No","","","","","Unable to change provider","No obstacle","Retail trade of ","","","","","100","160991000","One hundred and sixty million, nine hundred and ninety-one thousand","","","407520000","Four hundred and seven million, five hundred and twenty thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","No obstacle","No","","Strongly agree","Strongly agree","","","","","","","","","","","","Local â main product sold mostly in same municipality where establishment is located","Too many to count","","65","No","Yes","Yes, there is more competition","No","No","","No obstacle","No","","","","No","","","No","","","No","","","No","","","85","Square Meters","","No obstacle","No","","No","No","100","0","0","0","0","No","","","","","","","","","","","","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","","","No","72","Internet and mobile banking, including direct debit transfer","1","Don't know (spontaneous)","Don't know (spontaneous)","70","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","No obstacle","Strongly agree","35","No","","","","","Yes, partially","4","","Yes, fully","Yes, fully","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","No payments or gifts are paid","","No","","","No","","","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","5","3","2","1","4","6","7","5","5","","","1","2","2","","","5","","5","No","","","","","","","No need to hire any new permanent full-time workers","","","No","","","5","5","1","12","No","","","No","","No obstacle","No obstacle","Does not apply","12","11","10","1","4","15","8","7","2","14","3","13","5","9","6","55251000","15321000","12251000","1562000","2040000","","142942000","","","","0","0","20","9","2023","13","44","Truthful","Are taken directly from establishment records","One visit in face-to-face interview with one person","","","3","No","No","","4759","Northern Central region, the Central Coast, Central Highlands","Small (5-19)","Retail","Fresh","42.516483306885","185.35850524902","214.51823425293","6","Small","",""
"1185935","163493","Construction","Small","Northern Central region, the Central Coast, Central Highlands","Establishment","1","0","Yes","Civil engineering","Other services","Northern Central region, the Central Coast, Central Highlands","9","No","Vietnamese","23","9","2023","10","29","Yes","2022","12","31","99","MKEInt_NA3","","","","","","Sole proprietorship","","Yes","100","0","0","0","No","","2004","5","2004","19","No","No","","No","","","","150","Yes","2","0","One minute or less","None","","No","","No","","","","Don't know (spontaneous)","","","No","","","","","No","No","","","Yes","3","","None","","With no difficulty at all","Minor obstacle","Construction of","","","","","100","19949500000","Nineteen billion nine hundred forty-nine million five hundred thousand","","","12551560000","Twelve billion five hundred fifty one million five hundred sixty thousand","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","Minor obstacle","No","","Tend to agree","Strongly disagree","","","","","","","","","","","","Local â main product sold mostly in same municipality where establishment is located","Too many to count","Between 50% and 90%","","No","No","Yes, there is less competition","No","No","","No obstacle","No","","","","No","","","No","","","No","","","No","","","","","","No obstacle","No","","No","No","65","35","0","0","0","Yes","1168996000","0","60","","0","","40","","0","","0","","0","","","","","No","No","Yes, a loan only","Private commercial banks","2023","2500000000","Yes","Yes","No","No","No","No","Don't know (spontaneous)","2","6200000000","No","Yes, a loan only","","Application was approved in full","Don't know (spontaneous)","4","No","41","Internet and mobile banking, including direct debit transfer","Payment received in less than a day","0","Don't know (spontaneous)","35","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","Minor obstacle","Tend to agree","12","Yes","1","No","No","","No","","8","Yes, fully","Yes, partially","Not VAT eligible","","","No","","No","","Don't know (spontaneous)","","No","","","Yes","5","No","Minor obstacle","Minor obstacle","Minor obstacle","No obstacle","No obstacle","No obstacle","No obstacle","6","7","3","2","4","5","1","9","9","","","3","6","0","","","3","0","","No","","","","","","","No need to hire any new permanent full-time workers","","","Yes","One week or less","No severance was paid","0","20","5","3","No","","","No","","Minor obstacle","Minor obstacle","Access to finance","13","8","3","2","9","11","12","4","5","15","1","14","10","6","7","691048000","68761000","3600000","Don't know (spontaneous)","2820000","","","","","","20","4","23","9","2023","12","39","Truthful","Are in some case taken from books and in some case estimates","One visit in face-to-face interview with one person","","","3","No","No","","4210","Northern Central region, the Central Coast, Central Highlands","Small (5-19)","Construction","Fresh","74.064605712891","285.935546875","339.42938232422","7","Small","",""
"1185936","163774","Construction","Medium","Northern Central region, the Central Coast, Central Highlands","Establishment","0","1","Yes","Civil engineering","Other services","Northern Central region, the Central Coast, Central Highlands","1","No","Vietnamese","13","7","2023","9","43","Yes","2022","12","31","99","MKEInt13","","","","","","Sole proprietorship","","Yes","100","0","0","0","No","","2009","10","2009","6","No","No","","Yes","30","No","300000000","23000","No","","","","","","Yes","2","No","","","","150","Cubic meters","","No","","","","","Yes","No","","","Yes","2","","None","","With no difficulty at all","Moderate obstacle","Construction of","","","","","100","88549000000","eighty-eight billion five hundred and forty-nine million","","","109988000000","One hundred and nine billion nine hundred and eighty -eight million","100","0","0","","","","","","","","","","","","90","10","No","","","","","","","Moderate obstacle","No obstacle","No","","Tend to agree","Strongly agree","","","","","","","","","","","","National â main product sold mostly across the country where establishment is located","Too many to count","","20","No","No","Yes, there is more competition","No","No","","No obstacle","No","","","","No","","","No","","","Yes","90","No","Yes","30","10000000","","","","Moderate obstacle","Yes","950000000","No","No","60","30","0","10","0","Yes","3000000000","0","50","","0","","50","","0","","0","","0","","","","","No","Yes","Yes, both a line of credit and a loan","Private commercial banks","2023","2500000000","Yes","Yes","No","No","No","No","3600000000","13","36000000000","No","Yes, a loan only","","Application was approved in full","8000000","7","No","0","","","","","100","Internet and mobile banking, including direct debit transfer","0","Minor obstacle","Strongly disagree","2","Yes","4","No","No","","No","1872","","Yes, fully","Yes, fully","VAT refund not available","","","Yes","Moderately difficult","Yes","21","1","","No","","","No","","","Moderate obstacle","Moderate obstacle","Moderate obstacle","No obstacle","Moderate obstacle","Minor obstacle","Major obstacle","5","6","1","2","3","7","4","40","60","","","20","10","10","","","5","100","","No","","","","","","","5","3","Lack of skilled labor","Yes","4","No severance was paid","16","10","2","5","No","","","No","","Moderate obstacle","Major obstacle","Inadequately educated workforce","14","9","13","2","12","10","4","11","5","7","8","3","1","15","6","30000000000","4500000000","480000000","36000000","12000000","","","","","","12","10","13","7","2023","10","30","Truthful","Are taken directly from establishment records","One visit in face-to-face interview with one person","","","2","No","No","","4210","Northern Central region, the Central Coast, Central Highlands","Medium (20-99)","Construction","Fresh","87.555389404297","310.61877441406","341.3464050293","17","Micro","",""
"1185937","163941","Food","Medium","Northern Central region, the Central Coast, Central Highlands","Establishment","0","0","Yes","Wholesale","Other services","Northern Central region, the Central Coast, Central Highlands","16","No","Vietnamese","10","10","2023","19","32","Yes","2022","12","31","99","MKEInt_NA3","","","","","","Partnership","","Yes","100","0","0","0","No","","2015","30","2015","8","No","No","","No","","","","5300","Yes","2","0","One minute or less","None","","No","","No","","","","99","Cubic meters","","No","","","","","Yes","No","","","No","","","","","With no difficulty at all","Moderate obstacle","Wholesale trade of ","","","","","95","113689082000","one hundred thirteen billion six hundred eighty nine million, and eighty two thousand","","","193629000000","One hundred ninety-three billion six hundred twenty-nine million.","100","0","0","","","","","","","","","","","","100","0","","","","","","","","No obstacle","No obstacle","No","","Tend to agree","Tend to agree","","","","","","","","","","","","National â main product sold mostly across the country where establishment is located","Don't know (spontaneous)","","80","No","No","No change","No","No","","Moderate obstacle","No","","","","No","","","No","","","No","","","Does not apply (spontaneous)","","","","","","Minor obstacle","No","","No","No","80","0","0","20","0","Yes","43000000","0","100","","0","","0","","0","","0","","0","","","","","No","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","","","Yes","32","Internet and mobile banking, including direct debit transfer","Payment received in less than a day","Don't know (spontaneous)","Don't know (spontaneous)","35","Internet and mobile banking, including direct debit transfer","Don't know (spontaneous)","Minor obstacle","Tend to agree","Don't know (spontaneous)","No","","","","","No","","15","Yes, fully","Yes, partially","No","","The establishment did not need to apply for a VAT cash refund","No","","No","","Don't know (spontaneous)","","No","","","No","","","Moderate obstacle","Moderate obstacle","Minor obstacle","Moderate obstacle","Moderate obstacle","No obstacle","Minor obstacle","3","6","4","7","2","5","1","22","66","","","5","8","9","","","5","90","","No","","","","","","","No need to hire any new permanent full-time workers","","","Yes","One week or less","No severance was paid","0","No full-time seasonal or temporary workers","","","No","","","No","","No obstacle","No obstacle","Practices of competitors in the informal sector","3","12","2","1","15","9","5","14","11","6","8","13","7","10","4","2122000000","648000000","168000000","15600000","19800000","","","","","","Don't know (spontaneous)","8","11","10","2023","11","47","Truthful","Are in some case taken from books and in some case estimates","One visit in face-to-face interview with one person","","","3","No","No","","4630","Northern Central region, the Central Coast, Central Highlands","Medium (20-99)","Food","Fresh","7.4929175376892","26.507579803467","28.855854034424","9","Small","",""
