"idstd","id","preference","rotation","a0","a1","a1a","a2","a3a","a3a2","a3b","a3c","a3","a4a","a4b","a5","a6a","a6b","a7","a7a","a8a","a9","a10","a11","a11a","a12","a13","a14d","a14m","a14y","a14h","a14min","eaa3a3w","eaa3a3x","eaa3a3y","eaa3a3z","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1x","d1a2","d1a3","d2","d2x","n3","n3x","d3a","d3b","d3c","d4","ead4a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d16","d17","d30a","d30b","e1","e2b","e6","e11","e30","h1","h2","eah2x","eah2a","eah4a","eah4b","eah4c","eah10","eah11a","eah11b","h3","h4a","h4b","eah12a","eah12b","eah13","h5","eah14a","eah14b","eah14c","h6","h7","h8","eah15","eah16","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","k4","n5a","n5b","k5a","k5i","k5bc","k5e","k5f","k5hdj","k5a1","k5i1","k5bc1","k5e1","k5f1","k5hdj1","k6","k7","k8","k9","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a","l4b","eal4c","eal4d","eal5a","eal5b","eal5c","eal5d","eal5s","l5a","l5b","l5","eal5a1","eal5a2","eal5b1","eal5b2","l6","l6a","l8","l9a","l9a2","l9b","l10","eal10a","eal10b","eal11a","eal11b","eal11c","eal11d","eal12","eal13","eal14","eal15a","eal16a","eal17a","myal17","myal18a","myal18b","myal18c","myal18d","myal18e","myal18x","myal24","myal25a","myal25b","myal25c","myal25d","myal25e","myal25x","eal15b","eal16b","eal17b","myal32a","myal32b","myal32c","myal32d","myal32e","myal32x","eal15c","eal16c","eal17c","myal39a","myal39b","myal39c","myal39d","myal39e","myal39x","eal15d","eal16d","eal17d","myal46a","myal46b","myal46c","myal46d","myal46e","myal46x","eal18a","eal18b","eal18c","eal18d","eal18e","eal18f","eal18g","eal19","eal20","myal52a1","myal52a2","myal52b","myal52c","myal52d","l30a","l30b","m1a","n2a","n2e","n2f","n2b","n2i","n2p","n6a","n6b","n7a","n7b","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","eava0","stratificationregioncode","stratificationsizecode","stratificationsectorcode","panelcode","wstrict","wmedian","wweak","strata","l11a","l11b"
"599767","12459","57","","Retail Services","99","Vietnamese","South East","South East","Vietnamese dong","No","No","Less than 50.000","52","52","Yes, screener and sample frame info match","Small","Small","No","1","","","","","","320","502","29","7","2015","9","20","","","2014","2012","Sole proprietorship","","100","100","0","0","0","Yes","100","2008","5","Yes","2008","15","Yes","No","","Yes","1","No","No","","","","","","No","","Yes","1","No","","","","Yes","No","Minor obstacle","Minor obstacle","retail trade of building materials","5239","95","140000000","one hundred forty  million","110000000","one hundred ten million","100","0","0","","","","","","0","0","","","","","","Don't know (spontaneous)","Minor obstacle","No obstacle","","","","Yes","Moderate obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","Don't know (spontaneous)","","No","No","","","100","0","0","100","0","0","Yes","Don't know (spontaneous)","Don't know (spontaneous)","1","Square Meters","","No obstacle","No","","","No","","","No obstacle","30","Don't know (spontaneous)","100","0","0","0","0","Yes","1200000000","Don't know (spontaneous)","","","","","","","1200","0","0","0","0","0","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","No","No obstacle","Strongly agree","3","Yes","1","No","No","","","Don't know (spontaneous)","No","","","No","","","Minor obstacle","Don't know (spontaneous)","No obstacle","No obstacle","Don't know (spontaneous)","Minor obstacle","5","5","","","","","","","","","","","","","","3","5","0","3","0","0","","","","","100","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No obstacle","No obstacle","Practices of competitors in the informal sector","15000000","","","20000000","80000000","","","","","","accountant","7","Female","","","","","","","29","7","2015","10","40","Truthful","Are in some case taken from books in some case estimates","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Retail","Fresh","98.937065124512","119.73840332031","211.15014648438","91","",""
"599768","12463","76","","Manufacturing","99","Vietnamese","South East","South East","Vietnamese dong","No","Yes","City with population over 1 million","52","36","No, does not match","Small","Small","No","1","","","","","","316","517","5","11","2015","11","0","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","2009","2","Yes","2009","31","No","No","","No","","","Yes","1","2","0","","6000000","Yes","1","No","","","No","","","Yes","Yes","No obstacle","No obstacle","manuacture of furnitures to sell in domestic market","3699","100","15000000000","fifteen billion","25000000000","twenty five billion","100","0","0","","","","","","0","0","100","0","","","7","","No obstacle","No obstacle","National â main product sold mostly across the country where establishment is located","-4","No","Yes","Minor obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","80","48","0","100","0","0","100","0","No","","","","","","No obstacle","Yes","","840000000","No","","","No obstacle","0","50","50","0","0","50","0","No","","","","","","","","","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","No","No obstacle","Strongly agree","2","No","","","No","","","Refusal (spontaneous)","No","","","No","","","Minor obstacle","Don't know (spontaneous)","No obstacle","Don't know (spontaneous)","Don't know (spontaneous)","Minor obstacle","19","19","15","4","15","0","4","0","0","0","1","0","","0","1","","","","","","0","","","12","Does not apply","100","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","15","0","1","No obstacle","No obstacle","Practices of competitors in the informal sector","1800000000","4500000000","120000000","60000000","","10000000000","6400000000","Don't know (spontaneous)","8000000000","Don't know (spontaneous)","director","6","Male","","","","","","","5","11","2015","12","10","Truthful","Are in some case taken from books in some case estimates","Several visits","1","7","","South East","Small (5-19)","Retail","Fresh","98.937065124512","119.73840332031","211.15014648438","91","",""
"599769","12473","55","","Other Services","99","Vietnamese","South East","South East","Vietnamese dong","No","Yes","City with population over 1 million","52","45","No, does not match","Small","Large","No","1","","","","","","315","315","27","7","2015","10","46","","","2014","2012","Limited partnership","","70","100","0","0","0","No","","2010","10","Yes","2010","10","No","No","","Yes","30","No","No","","","","","","No","","No","","","","","","Yes","Yes","No obstacle","No obstacle","building membranes houses for cultivation","4520","100","40000000000","forty billion","15000000000","fifteen billion","99","0","1","","","","","2013","Don't know (spontaneous)","Don't know (spontaneous)","","","","","","Don't know (spontaneous)","Moderate obstacle","Moderate obstacle","","","","Yes","Moderate obstacle","Yes","Yes","shrimp farming tray for the first time in vietnam","50","Yes","Does not apply","Does not apply","Entirely by this establishment","No","Yes","Yes","No","Yes","Yes","Yes","Entirely by this establishment","No","","","","No","Yes","3000000000","Yes","No","","","100","0","0","0","100","0","Yes","60","Refusal (spontaneous)","Don't know (spontaneous)","","","No obstacle","Yes","","200000000","Yes","Don't know (spontaneous)","","Minor obstacle","10","30","50","0","0","50","0","Yes","1700000000","3000000000","","","","","","","700","0","1000","0","0","0","No","Yes","Yes","Private commercial banks","2014","Refusal (spontaneous)","Yes","No","Yes","No","No","No","Don't know (spontaneous)","1","","No","Yes","","Application was approved in full","No","Minor obstacle","Tend to disagree","Don't know (spontaneous)","No","","","Yes","Refusal (spontaneous)","","Refusal (spontaneous)","No","","","No","","","Minor obstacle","Don't know (spontaneous)","No obstacle","Don't know (spontaneous)","Don't know (spontaneous)","Minor obstacle","50","20","","","","","","","","","","","","","","20","40","10","14","6","70","0","Don't know (spontaneous)","","","Don't know (spontaneous)","Yes","","Technical skills (other than IT), vocational, or job-specific skills","","","","","Yes","Yes","Yes","13","10","1","","","","","","","","","","","","","","","Don't know (spontaneous)","","","","","","","","","","","","","","","","","","","","","","","","","","","Difficult","Easy","Does not apply","Difficult","Easy","Easy","Easy","3","No","","","","","","No obstacle","Minor obstacle","Customs and trade regulations","Don't know (spontaneous)","","","500000000","Don't know (spontaneous)","","","","","","marketing officer","3","Female","","","","","","","27","7","2015","12","30","Somewhat truthful","Are in some case taken from books in some case estimates","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Retail","Fresh","98.937065124512","119.73840332031","211.15014648438","91","",""
"599770","12536","63","","Other Services","99","Vietnamese","South East","South East","Vietnamese dong","No","Yes","City with population over 1 million","52","72","No, does not match","Small","Small","No","1","","","","","","317","401","20","8","2015","15","22","","","2014","2012","Limited partnership","","90","100","0","0","0","Yes","10","2002","3","Yes","2002","17","No","No","","No","","","No","","","","","","No","","No","","","","","","Yes","No","Minor obstacle","Minor obstacle","hardware consulting, installation and maintenance of computer networks","7210","100","2000000000","two billion","500000000","five hundred million","100","0","0","","","","","","0","0","","","","","","7","No obstacle","No obstacle","","","","No","Minor obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","","","0","100","0","0","100","0","No","","","Don't know (spontaneous)","","","No obstacle","No","","","No","","","No obstacle","80","100","100","0","0","0","0","No","","","","","","","","","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","No","No obstacle","Tend to disagree","1","No","","","No","","","Don't know (spontaneous)","No","","","No","","","Minor obstacle","No obstacle","No obstacle","Don't know (spontaneous)","No obstacle","No obstacle","5","5","","","","","","","","","","","","","","1","5","0","1","0","0","","","","","100","Yes","","Computer or general IT skills","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No obstacle","No obstacle","Political instability","600000000","","","30000000","Don't know (spontaneous)","","","","","","director","12","Male","","","","","","","20","8","2015","16","48","Somewhat truthful","Are in some case taken from books in some case estimates","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Retail","Fresh","98.937065124512","119.73840332031","211.15014648438","91","",""
"599771","12549","77","","Other Services","99","Vietnamese","South East","South East","Vietnamese dong","No","No","Less than 50.000","52","51","No, does not match","Small","Small","No","1","","","","","","320","0","12","12","2015","14","34","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","2008","5","Yes","2008","11","No","No","","No","","","No","","","","","","No","","No","","","","","","Yes","No","No obstacle","Minor obstacle","wholesale computer equipments","5151","100","89000000000","eighty nine billion","75000000000","seventy five billion","100","0","0","","","","","","0","0","","","","","","7","Moderate obstacle","Minor obstacle","","","","Yes","Moderate obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","","","0","100","0","0","100","0","No","","","Don't know (spontaneous)","","","Minor obstacle","No","","","No","","","Moderate obstacle","100","100","100","0","0","0","0","No","","","","","","","","","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","No","Minor obstacle","Tend to agree","0","No","","","No","","Don't know (spontaneous)","","No","","","No","","","Minor obstacle","Minor obstacle","Minor obstacle","Minor obstacle","Minor obstacle","Minor obstacle","12","12","","","","","","","","","","","","","","5","12","0","5","0","3","0","Don't know (spontaneous)","","","100","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Minor obstacle","Minor obstacle","Access to finance ","860000000","","","300000000","Don't know (spontaneous)","","","","","","general manager","3","Male","","","","","","","12","12","2015","14","58","Somewhat truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Retail","Fresh","98.937065124512","119.73840332031","211.15014648438","91","",""
"599772","12630","93","","Other Services","99","Vietnamese","South East","South East","Vietnamese dong","No","No","Less than 50.000","60","60","Yes, screener and sample frame info match","Small","Small","No","1","","","","","","314","502","16","3","2016","10","8","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","2010","3","Yes","2010","8","No","No","","No","","","No","","","","","","No","","No","","","","","","No","No","No obstacle","No obstacle","transfer customers and products by land","6023","100","10000000000","ten billion","8000000000","eight billion","100","0","0","","","","","","0","0","","","","","","3","No obstacle","No obstacle","","","","Yes","No obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","","","100","0","0","100","0","0","No","","","Don't know (spontaneous)","","","No obstacle","No","","","No","","","No obstacle","0","0","100","0","0","0","0","No","","","","","","","","","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","No","No obstacle","Tend to agree","0","No","","","No","","","Don't know (spontaneous)","No","","","No","","","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","No obstacle","5","5","","","","","","","","","","","","","","1","5","0","1","0","0","","","","","80","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No obstacle","No obstacle","Transport","150000000","","","30000000","Don't know (spontaneous)","","","","","","admin assistant","5","Male","","","","","","","16","3","2016","10","45","Somewhat truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Other Services","Fresh","567.17279052734","662.80780029297","1189.7301025391","93","",""
"599773","12631","61","","Other Services","99","Vietnamese","South East","South East","Vietnamese dong","No","Yes","City with population over 1 million","60","60","Yes, screener and sample frame info match","Small","Medium","No","1","","","","","","318","318","9","1","2016","14","28","","","2014","2012","Sole proprietorship","","100","100","0","0","0","Yes","100","1995","5","No","2010","20","Yes","No","","No","","","Yes","Don't know (spontaneous)","","","2","","No","","No","","","","","","Yes","No","No obstacle","No obstacle","provide goods transport service","6023","100","5500000000","five billion five hundred million","6000000000","six billion","100","0","0","","","","","","0","0","","","","","","3","Moderate obstacle","No obstacle","","","","Yes","Moderate obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","","","0","100","0","0","100","0","No","","","Don't know (spontaneous)","","","No obstacle","No","","","No","","","Minor obstacle","0","100","100","0","0","0","0","Yes","50000000","0","100","0","0","0","0","0","","","","","","","Yes","No","No","","","","","","","","","","","","","No","No","No need for a loan - establishment had sufficient capital","","Yes","No obstacle","Does not apply","0","No","","","Yes","0","1","","No","","","No","","","No obstacle","Don't know (spontaneous)","No obstacle","Don't know (spontaneous)","Don't know (spontaneous)","Minor obstacle","13","10","","","","","","","","","","","","","","2","13","0","2","0","9","0","Don't know (spontaneous)","","","100","No","No need for formal training programs","","","","","","Yes","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No obstacle","No obstacle","Transport","2000000000","","","10000000","Don't know (spontaneous)","","","","","","director","20","Female","","","","","","","9","1","2016","15","33","Truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Other Services","Fresh","567.17279052734","662.80780029297","1189.7301025391","93","",""
"599774","12635","75","","Other Services","99","Vietnamese","South East","South East","Vietnamese dong","No","Yes","City with population over 1 million","50","60","No, screener and sample frame do not match but establishment still does activities that match sample frame","Small","Medium","No","1","","","","","","316","501","30","7","2015","15","0","","","2014","2012","Limited partnership","","50","100","0","0","0","No","","2010","4","Yes","2010","15","No","No","","No","","","No","","","","","","No","","No","","","","","","Yes","No","No obstacle","Moderate obstacle","freight transport by road","6023","100","30000000000","thirty billion","8000000000","eight billion","30","0","70","","","","","2010","0","0","","","","","","3","Moderate obstacle","Major obstacle","","","","No","Does not apply","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","","","Don't know (spontaneous)","Don't know (spontaneous)","Don't know (spontaneous)","100","0","0","No","","","Don't know (spontaneous)","","","Does not apply","Yes","","120000000","Yes","","28000000","Major obstacle","20","80","100","0","0","0","0","Yes","4000000000","Don't know (spontaneous)","30","0","70","0","0","0","","","","","","","Yes","No","Yes","Private commercial banks","2014","2800000000","Yes","No","Yes","No","No","No","4000000000","1","","No","Yes","","Application was approved in full","No","No obstacle","Does not apply","30","Yes","3","Yes","No","","","100000000","No","","","No","","","No obstacle","No obstacle","No obstacle","Don't know (spontaneous)","Major obstacle","Don't know (spontaneous)","30","17","","","","","","","","","","","","","","4","28","2","4","0","0","","","","","100","Yes","","Technical skills (other than IT), vocational, or job-specific skills","","","","","No","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Does not apply","Difficult","Easy","Easy","Easy","Easy","Easy","1","No","","","","","","Minor obstacle","Major obstacle","Don't know (spontaneous)","1500000000","","","3000000000","Don't know (spontaneous)","","","","","","director","5","Male","","","","","","","31","7","2015","16","50","Truthful","Are taken directly from establishment records","One visit in face-to-face interview with one person","","","","South East","Small (5-19)","Other Services","Fresh","567.17279052734","662.80780029297","1189.7301025391","93","",""
"599775","12695","55","","Manufacturing","99","Vietnamese","Mekong River Delta","Mekong River Delta","Vietnamese dong","No","No","City with population over 1 million","15","15","Yes, screener and sample frame info match","Small","Medium","No","1","","","","","","407","502","1","12","2015","9","31","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","1996","5","Yes","1996","22","No","No","","No","","","Yes","1","12","0","0","","No","","Yes","7","No","Does not apply","","","No","No","No obstacle","No obstacle","rice milling, rice business","1549","100","8000000000","eight billion","20000000000","twenty billion","100","0","0","","","","","","0","0","100","0","","","30","","Minor obstacle","No obstacle","National â main product sold mostly across the country where establishment is located","-4","No","No","Does not apply","No","","","","","","","","No","No","Yes","No","No","Yes","No","Entirely by this establishment","No","","","","No","No","","No","No","100","48","100","0","0","100","0","0","Yes","15","No","","","","No obstacle","No","","","No","","","No obstacle","0","30","10","90","0","0","0","Yes","10000000000","3500000000","60","0","40","0","0","0","","","","","","","Yes","No","Yes","Private commercial banks","2014","6000000000","Yes","No","No","No","Yes","No","9000000000","2","4000000000","No","Yes","","Don't know (spontaneous)","Yes","Moderate obstacle","Tend to agree","0","No","","","No","","Refusal (spontaneous)","","No","","","No","","","No obstacle","No obstacle","No obstacle","Don't know (spontaneous)","Don't know (spontaneous)","Minor obstacle","7","7","3","4","3","0","4","0","0","0","2","0","","0","2","","","","","","25","0","Don't know (spontaneous)","12","12","100","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","3","0","2","Minor obstacle","No obstacle","Access to finance ","1388000000","2400000000","120000000","36000000","","3944000000","12000000000","7000000000","16000000000","9000000000","director","19","Male","","","","","","","1","12","2015","10","21","Somewhat truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","Mekong River Delta","Small (5-19)","Food","Fresh","24.528837203979","31.589361190796","50.046951293945","122","",""
"599776","12697","63","","Manufacturing","99","Vietnamese","Mekong River Delta","Mekong River Delta","Vietnamese dong","No","No","City with population over 1 million","15","15","Yes, screener and sample frame info match","Small","Medium","No","1","","","","","","413","501","28","11","2015","15","13","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","2011","5","Yes","2011","20","No","No","","No","","","No","","","","","","Yes","7","No","","","No","","","Yes","Yes","No obstacle","No obstacle","rice milling for dong thap market","1531","90","53000000000","fifty three billion","Don't know (spontaneous)","","100","0","0","","","","","","0","0","0","100","No","","7","","No obstacle","No obstacle","National â main product sold mostly across the country where establishment is located","3","No","No","No obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","90","56","100","0","0","100","0","0","No","","","","","","No obstacle","No","","","No","","","No obstacle","Don't know (spontaneous)","100","60","40","0","0","0","Yes","800000000","0","100","0","0","0","0","0","","","","","","","Yes","No","Yes","State-owned banks or government agency","2015","Refusal (spontaneous)","No","","","","","","","1","","No","Yes","","Application was approved in part","No","Moderate obstacle","Tend to agree","5","No","","","No","","0","","No","","","No","","","Moderate obstacle","Don't know (spontaneous)","No obstacle","Don't know (spontaneous)","Don't know (spontaneous)","Minor obstacle","25","20","20","5","18","2","4","1","0","2","1","0","","2","1","","","","","","10","3","Don't know (spontaneous)","5","4","50","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","30","3","8","No obstacle","No obstacle","Access to finance ","Don't know (spontaneous)","Don't know (spontaneous)","Don't know (spontaneous)","450000000","","800000000","Don't know (spontaneous)","Don't know (spontaneous)","Don't know (spontaneous)","Don't know (spontaneous)","accountant","4","Female","","","","","","","28","11","2015","16","12","Somewhat truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","Mekong River Delta","Small (5-19)","Food","Fresh","24.528837203979","31.589361190796","50.046951293945","122","",""
"599777","12714","54","","Manufacturing","99","Vietnamese","Mekong River Delta","Mekong River Delta","Vietnamese dong","No","No","City with population over 1 million","15","15","Yes, screener and sample frame info match","Small","Medium","No","1","","","","","","407","502","12","12","2015","14","31","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","2012","70","Yes","2012","5","No","No","","No","","","No","","","","","","Yes","2","No","","","Yes","2","8","Yes","No","No obstacle","Minor obstacle","manufacture, process and business for thanh long fruits","1513","100","30000000000","thirty billion","Does not apply","","50","0","50","4","No","0","1","2013","0","0","100","0","","","10","","No obstacle","No obstacle","International ","","No","Yes","Major obstacle","No","","","","","","","","No","No","Yes","No","No","Yes","Yes","Entirely by this establishment","No","","","","No","No","","No","No","100","48","100","0","0","100","0","0","Yes","45","No","","","","No obstacle","No","","","No","","","No obstacle","0","0","50","50","0","0","0","Yes","800000000","0","100","0","0","0","0","0","","","","","","","Yes","No","Yes","State-owned banks or government agency","2015","1200000000","Yes","No","No","No","Yes","No","3700000000","1","","No","Yes","","Application was approved in full","No","Moderate obstacle","Tend to disagree","0","No","","","No","","Don't know (spontaneous)","","No","","","No","","","Moderate obstacle","No obstacle","No obstacle","No obstacle","No obstacle","Minor obstacle","70","Does not apply","63","7","10","53","5","2","6","32","2","0","","38","2","","","","","","0","","","8","9","65","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","15","65","3","No obstacle","Minor obstacle","Access to finance ","3360000000","19500000000","420000000","180000000","","23460000000","2400000000","6000000000","3000000000","7000000000","director","3","Male","","","","","","","12","12","2015","15","23","Somewhat truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","Mekong River Delta","Small (5-19)","Food","Fresh","24.528837203979","31.589361190796","50.046951293945","122","",""
"599778","12716","62","","Manufacturing","99","Vietnamese","Mekong River Delta","Mekong River Delta","Vietnamese dong","No","No","City with population over 1 million","15","15","Yes, screener and sample frame info match","Small","Large","No","1","","","","","","407","502","7","11","2015","8","39","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","2008","35","Yes","2008","20","No","Yes","haccp","Yes","15","No","No","","","","","","Yes","0","Yes","15","No","No","","","Yes","Yes","Minor obstacle","No obstacle","process and business of rice","1549","100","150000000000","one hundred fifty billion","228000000000","two hundred twenty eight billion","70","0","30","3","No","0","0","2011","0","0","100","0","","","90","","No obstacle","Minor obstacle","International ","","No","No","Does not apply","Yes","Yes","processing rice by the special formula, component of company","20","No","No","Yes","Entirely by this establishment","No","Yes","Yes","No","No","Yes","Yes","Entirely by this establishment","No","","","","Yes","No","","No","No","50","70","100","0","0","100","0","0","Yes","20","No","","","","No obstacle","Yes","","3200000000","No","","","Minor obstacle","0","50","60","40","0","0","0","Yes","2000000000","0","100","0","0","0","0","0","","","","","","","Yes","No","Yes","State-owned banks or government agency","2008","Refusal (spontaneous)","Yes","Yes","No","No","No","No","Don't know (spontaneous)","1","","No","Yes","","Application was approved in full","Yes","Moderate obstacle","Strongly disagree","0","No","","","No","","Don't know (spontaneous)","","No","","","No","","","Minor obstacle","Don't know (spontaneous)","No obstacle","Don't know (spontaneous)","Don't know (spontaneous)","Minor obstacle","50","45","18","32","18","0","24","8","6","0","17","3","","6","20","","","","","","360","30","2","9","12","85","Yes","","Technical skills (other than IT), vocational, or job-specific skills","0","0","30","0","Yes","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","8","18","0","5","Minor obstacle","Moderate obstacle","Access to finance ","39000000000","60000000000","8000000000","15000000000","","122000000000","30000000000","90000000000","70000000000","120000000000","director","7","Male","","","","","","","7","11","2015","9","20","Somewhat truthful","Are arbitrary and unreliable numbers","One visit in face-to-face interview with one person","","","","Mekong River Delta","Small (5-19)","Food","Fresh","24.528837203979","31.589361190796","50.046951293945","122","",""
"599779","12717","60","","Manufacturing","99","Vietnamese","Mekong River Delta","Mekong River Delta","Vietnamese dong","No","No","City with population over 1 million","15","15","Yes, screener and sample frame info match","Small","Medium","No","1","","","","","","407","502","24","10","2015","8","49","","","2014","2012","Sole proprietorship","","100","100","0","0","0","No","","1995","5","Yes","1995","24","No","No","","No","","","No","","","","","","No","","No","","","Does not apply","","","No","No","No obstacle","No obstacle","manufacture of  milling rice","1549","100","2196000000","two billion one hundred ninety six million","2000000000","two billion","100","0","0","","","","","","0","0","100","0","","","60","","Major obstacle","Minor obstacle","National â main product sold mostly across the country where establishment is located","-4","No","No","No obstacle","No","","","","","","","","No","No","No","No","No","","","","No","","","","No","No","","No","No","60","49","100","0","0","100","0","0","No","","","","","","No obstacle","No","","","No","","","Minor obstacle","0","50","50","50","0","0","0","Yes","1000000000","0","0","0","100","0","0","0","","","","","","","Yes","No","Yes","Private commercial banks","2014","2500000000","Yes","No","No","No","Yes","No","6000000000","1","","No","Yes","","Application was approved in full","Yes","No obstacle","Tend to agree","0","No","","","No","","0","","No","","","No","","","No obstacle","Don't know (spontaneous)","No obstacle","Don't know (spontaneous)","Minor obstacle","Minor obstacle","6","6","3","3","3","0","3","0","1","0","1","0","","1","1","","","","","","20","Don't know (spontaneous)","7","9","9","100","No","No need for formal training programs","","","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","3","0","1","No obstacle","No obstacle","Transport","618000000","60000000","70000000","1080000000","","1828000000","10000000000","6000000000","2000000000","Don't know (spontaneous)","director","20","Male","","","","","","","24","10","2015","9","53","Somewhat truthful","Are estimates computed with some precision","One visit in face-to-face interview with one person","","","","Mekong River Delta","Small (5-19)","Food","Fresh","24.528837203979","31.589361190796","50.046951293945","122","",""
